"id","name","description","memo","type","parentGroupName","parentGroupId","parentName"
"T3782","Node 3782","Node 3782 description","Node 3782 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3783","Node 3783","Node 3783 description","Node 3783 memo","ROADM","Group 3","G3","Parent 3"
"T3784","Node 3784","Node 3784 description","Node 3784 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3785","Node 3785","Node 3785 description","Node 3785 memo","ROADM","Group 2","G2","Parent 2"
"T3786","Node 3786","Node 3786 description","Node 3786 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3787","Node 3787","Node 3787 description","Node 3787 memo","ROADM","Group 1","G1","Parent 1"
"T3788","Node 3788","Node 3788 description","Node 3788 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3789","Node 3789","Node 3789 description","Node 3789 memo","ROADM","Group 3","G3","Parent 3"
"T3790","Node 3790","Node 3790 description","Node 3790 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3791","Node 3791","Node 3791 description","Node 3791 memo","ROADM","Group 2","G2","Parent 2"
"T3792","Node 3792","Node 3792 description","Node 3792 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3793","Node 3793","Node 3793 description","Node 3793 memo","ROADM","Group 1","G1","Parent 1"
"T3794","Node 3794","Node 3794 description","Node 3794 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3795","Node 3795","Node 3795 description","Node 3795 memo","ROADM","Group 3","G3","Parent 3"
"T3796","Node 3796","Node 3796 description","Node 3796 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3797","Node 3797","Node 3797 description","Node 3797 memo","ROADM","Group 2","G2","Parent 2"
"T3798","Node 3798","Node 3798 description","Node 3798 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3799","Node 3799","Node 3799 description","Node 3799 memo","ROADM","Group 1","G1","Parent 1"
"T3800","Node 3800","Node 3800 description","Node 3800 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3801","Node 3801","Node 3801 description","Node 3801 memo","ROADM","Group 3","G3","Parent 3"
"T3802","Node 3802","Node 3802 description","Node 3802 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3803","Node 3803","Node 3803 description","Node 3803 memo","ROADM","Group 2","G2","Parent 2"
"T3804","Node 3804","Node 3804 description","Node 3804 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3805","Node 3805","Node 3805 description","Node 3805 memo","ROADM","Group 1","G1","Parent 1"
"T3806","Node 3806","Node 3806 description","Node 3806 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3807","Node 3807","Node 3807 description","Node 3807 memo","ROADM","Group 3","G3","Parent 3"
"T3808","Node 3808","Node 3808 description","Node 3808 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3809","Node 3809","Node 3809 description","Node 3809 memo","ROADM","Group 2","G2","Parent 2"
"T3810","Node 3810","Node 3810 description","Node 3810 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3811","Node 3811","Node 3811 description","Node 3811 memo","ROADM","Group 1","G1","Parent 1"
"T3812","Node 3812","Node 3812 description","Node 3812 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3813","Node 3813","Node 3813 description","Node 3813 memo","ROADM","Group 3","G3","Parent 3"
"T3814","Node 3814","Node 3814 description","Node 3814 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3815","Node 3815","Node 3815 description","Node 3815 memo","ROADM","Group 2","G2","Parent 2"
"T3816","Node 3816","Node 3816 description","Node 3816 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3817","Node 3817","Node 3817 description","Node 3817 memo","ROADM","Group 1","G1","Parent 1"
"T3818","Node 3818","Node 3818 description","Node 3818 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3819","Node 3819","Node 3819 description","Node 3819 memo","ROADM","Group 3","G3","Parent 3"
"T3820","Node 3820","Node 3820 description","Node 3820 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3821","Node 3821","Node 3821 description","Node 3821 memo","ROADM","Group 2","G2","Parent 2"
"T3822","Node 3822","Node 3822 description","Node 3822 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3823","Node 3823","Node 3823 description","Node 3823 memo","ROADM","Group 1","G1","Parent 1"
"T3824","Node 3824","Node 3824 description","Node 3824 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3825","Node 3825","Node 3825 description","Node 3825 memo","ROADM","Group 3","G3","Parent 3"
"T3826","Node 3826","Node 3826 description","Node 3826 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3827","Node 3827","Node 3827 description","Node 3827 memo","ROADM","Group 2","G2","Parent 2"
"T3828","Node 3828","Node 3828 description","Node 3828 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3829","Node 3829","Node 3829 description","Node 3829 memo","ROADM","Group 1","G1","Parent 1"
"T3830","Node 3830","Node 3830 description","Node 3830 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3831","Node 3831","Node 3831 description","Node 3831 memo","ROADM","Group 3","G3","Parent 3"
"T3832","Node 3832","Node 3832 description","Node 3832 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3833","Node 3833","Node 3833 description","Node 3833 memo","ROADM","Group 2","G2","Parent 2"
"T3834","Node 3834","Node 3834 description","Node 3834 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3835","Node 3835","Node 3835 description","Node 3835 memo","ROADM","Group 1","G1","Parent 1"
"T3836","Node 3836","Node 3836 description","Node 3836 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3837","Node 3837","Node 3837 description","Node 3837 memo","ROADM","Group 3","G3","Parent 3"
"T3838","Node 3838","Node 3838 description","Node 3838 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3839","Node 3839","Node 3839 description","Node 3839 memo","ROADM","Group 2","G2","Parent 2"
"T3840","Node 3840","Node 3840 description","Node 3840 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3841","Node 3841","Node 3841 description","Node 3841 memo","ROADM","Group 1","G1","Parent 1"
"T3842","Node 3842","Node 3842 description","Node 3842 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3843","Node 3843","Node 3843 description","Node 3843 memo","ROADM","Group 3","G3","Parent 3"
"T3844","Node 3844","Node 3844 description","Node 3844 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3845","Node 3845","Node 3845 description","Node 3845 memo","ROADM","Group 2","G2","Parent 2"
"T3846","Node 3846","Node 3846 description","Node 3846 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3847","Node 3847","Node 3847 description","Node 3847 memo","ROADM","Group 1","G1","Parent 1"
"T3848","Node 3848","Node 3848 description","Node 3848 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3849","Node 3849","Node 3849 description","Node 3849 memo","ROADM","Group 3","G3","Parent 3"
"T3850","Node 3850","Node 3850 description","Node 3850 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3851","Node 3851","Node 3851 description","Node 3851 memo","ROADM","Group 2","G2","Parent 2"
"T3852","Node 3852","Node 3852 description","Node 3852 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3853","Node 3853","Node 3853 description","Node 3853 memo","ROADM","Group 1","G1","Parent 1"
"T3854","Node 3854","Node 3854 description","Node 3854 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3855","Node 3855","Node 3855 description","Node 3855 memo","ROADM","Group 3","G3","Parent 3"
"T3856","Node 3856","Node 3856 description","Node 3856 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3857","Node 3857","Node 3857 description","Node 3857 memo","ROADM","Group 2","G2","Parent 2"
"T3858","Node 3858","Node 3858 description","Node 3858 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3859","Node 3859","Node 3859 description","Node 3859 memo","ROADM","Group 1","G1","Parent 1"
"T3860","Node 3860","Node 3860 description","Node 3860 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3861","Node 3861","Node 3861 description","Node 3861 memo","ROADM","Group 3","G3","Parent 3"
"T3862","Node 3862","Node 3862 description","Node 3862 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3863","Node 3863","Node 3863 description","Node 3863 memo","ROADM","Group 2","G2","Parent 2"
"T3864","Node 3864","Node 3864 description","Node 3864 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3865","Node 3865","Node 3865 description","Node 3865 memo","ROADM","Group 1","G1","Parent 1"
"T3866","Node 3866","Node 3866 description","Node 3866 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3867","Node 3867","Node 3867 description","Node 3867 memo","ROADM","Group 3","G3","Parent 3"
"T3868","Node 3868","Node 3868 description","Node 3868 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3869","Node 3869","Node 3869 description","Node 3869 memo","ROADM","Group 2","G2","Parent 2"
"T3870","Node 3870","Node 3870 description","Node 3870 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3871","Node 3871","Node 3871 description","Node 3871 memo","ROADM","Group 1","G1","Parent 1"
"T3872","Node 3872","Node 3872 description","Node 3872 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3873","Node 3873","Node 3873 description","Node 3873 memo","ROADM","Group 3","G3","Parent 3"
"T3874","Node 3874","Node 3874 description","Node 3874 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3875","Node 3875","Node 3875 description","Node 3875 memo","ROADM","Group 2","G2","Parent 2"
"T3876","Node 3876","Node 3876 description","Node 3876 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3877","Node 3877","Node 3877 description","Node 3877 memo","ROADM","Group 1","G1","Parent 1"
"T3878","Node 3878","Node 3878 description","Node 3878 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3879","Node 3879","Node 3879 description","Node 3879 memo","ROADM","Group 3","G3","Parent 3"
"T3880","Node 3880","Node 3880 description","Node 3880 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3881","Node 3881","Node 3881 description","Node 3881 memo","ROADM","Group 2","G2","Parent 2"
"T3882","Node 3882","Node 3882 description","Node 3882 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3883","Node 3883","Node 3883 description","Node 3883 memo","ROADM","Group 1","G1","Parent 1"
"T3884","Node 3884","Node 3884 description","Node 3884 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3885","Node 3885","Node 3885 description","Node 3885 memo","ROADM","Group 3","G3","Parent 3"
"T3886","Node 3886","Node 3886 description","Node 3886 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3887","Node 3887","Node 3887 description","Node 3887 memo","ROADM","Group 2","G2","Parent 2"
"T3888","Node 3888","Node 3888 description","Node 3888 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3889","Node 3889","Node 3889 description","Node 3889 memo","ROADM","Group 1","G1","Parent 1"
"T3890","Node 3890","Node 3890 description","Node 3890 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3891","Node 3891","Node 3891 description","Node 3891 memo","ROADM","Group 3","G3","Parent 3"
"T3892","Node 3892","Node 3892 description","Node 3892 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3893","Node 3893","Node 3893 description","Node 3893 memo","ROADM","Group 2","G2","Parent 2"
"T3894","Node 3894","Node 3894 description","Node 3894 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3895","Node 3895","Node 3895 description","Node 3895 memo","ROADM","Group 1","G1","Parent 1"
"T3896","Node 3896","Node 3896 description","Node 3896 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3897","Node 3897","Node 3897 description","Node 3897 memo","ROADM","Group 3","G3","Parent 3"
"T3898","Node 3898","Node 3898 description","Node 3898 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3899","Node 3899","Node 3899 description","Node 3899 memo","ROADM","Group 2","G2","Parent 2"
"T3900","Node 3900","Node 3900 description","Node 3900 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3901","Node 3901","Node 3901 description","Node 3901 memo","ROADM","Group 1","G1","Parent 1"
"T3902","Node 3902","Node 3902 description","Node 3902 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3903","Node 3903","Node 3903 description","Node 3903 memo","ROADM","Group 3","G3","Parent 3"
"T3904","Node 3904","Node 3904 description","Node 3904 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3905","Node 3905","Node 3905 description","Node 3905 memo","ROADM","Group 2","G2","Parent 2"
"T3906","Node 3906","Node 3906 description","Node 3906 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3907","Node 3907","Node 3907 description","Node 3907 memo","ROADM","Group 1","G1","Parent 1"
"T3908","Node 3908","Node 3908 description","Node 3908 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3909","Node 3909","Node 3909 description","Node 3909 memo","ROADM","Group 3","G3","Parent 3"
"T3910","Node 3910","Node 3910 description","Node 3910 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3911","Node 3911","Node 3911 description","Node 3911 memo","ROADM","Group 2","G2","Parent 2"
"T3912","Node 3912","Node 3912 description","Node 3912 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3913","Node 3913","Node 3913 description","Node 3913 memo","ROADM","Group 1","G1","Parent 1"
"T3914","Node 3914","Node 3914 description","Node 3914 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3915","Node 3915","Node 3915 description","Node 3915 memo","ROADM","Group 3","G3","Parent 3"
"T3916","Node 3916","Node 3916 description","Node 3916 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3917","Node 3917","Node 3917 description","Node 3917 memo","ROADM","Group 2","G2","Parent 2"
"T3918","Node 3918","Node 3918 description","Node 3918 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3919","Node 3919","Node 3919 description","Node 3919 memo","ROADM","Group 1","G1","Parent 1"
"T3920","Node 3920","Node 3920 description","Node 3920 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3921","Node 3921","Node 3921 description","Node 3921 memo","ROADM","Group 3","G3","Parent 3"
"T3922","Node 3922","Node 3922 description","Node 3922 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3923","Node 3923","Node 3923 description","Node 3923 memo","ROADM","Group 2","G2","Parent 2"
"T3924","Node 3924","Node 3924 description","Node 3924 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3925","Node 3925","Node 3925 description","Node 3925 memo","ROADM","Group 1","G1","Parent 1"
"T3926","Node 3926","Node 3926 description","Node 3926 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3927","Node 3927","Node 3927 description","Node 3927 memo","ROADM","Group 3","G3","Parent 3"
"T3928","Node 3928","Node 3928 description","Node 3928 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3929","Node 3929","Node 3929 description","Node 3929 memo","ROADM","Group 2","G2","Parent 2"
"T3930","Node 3930","Node 3930 description","Node 3930 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3931","Node 3931","Node 3931 description","Node 3931 memo","ROADM","Group 1","G1","Parent 1"
"T3932","Node 3932","Node 3932 description","Node 3932 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3933","Node 3933","Node 3933 description","Node 3933 memo","ROADM","Group 3","G3","Parent 3"
"T3934","Node 3934","Node 3934 description","Node 3934 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3935","Node 3935","Node 3935 description","Node 3935 memo","ROADM","Group 2","G2","Parent 2"
"T3936","Node 3936","Node 3936 description","Node 3936 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3937","Node 3937","Node 3937 description","Node 3937 memo","ROADM","Group 1","G1","Parent 1"
"T3938","Node 3938","Node 3938 description","Node 3938 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3939","Node 3939","Node 3939 description","Node 3939 memo","ROADM","Group 3","G3","Parent 3"
"T3940","Node 3940","Node 3940 description","Node 3940 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3941","Node 3941","Node 3941 description","Node 3941 memo","ROADM","Group 2","G2","Parent 2"
"T3942","Node 3942","Node 3942 description","Node 3942 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3943","Node 3943","Node 3943 description","Node 3943 memo","ROADM","Group 1","G1","Parent 1"
"T3944","Node 3944","Node 3944 description","Node 3944 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3945","Node 3945","Node 3945 description","Node 3945 memo","ROADM","Group 3","G3","Parent 3"
"T3946","Node 3946","Node 3946 description","Node 3946 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3947","Node 3947","Node 3947 description","Node 3947 memo","ROADM","Group 2","G2","Parent 2"
"T3948","Node 3948","Node 3948 description","Node 3948 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3949","Node 3949","Node 3949 description","Node 3949 memo","ROADM","Group 1","G1","Parent 1"
"T3950","Node 3950","Node 3950 description","Node 3950 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3951","Node 3951","Node 3951 description","Node 3951 memo","ROADM","Group 3","G3","Parent 3"
"T3952","Node 3952","Node 3952 description","Node 3952 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3953","Node 3953","Node 3953 description","Node 3953 memo","ROADM","Group 2","G2","Parent 2"
"T3954","Node 3954","Node 3954 description","Node 3954 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3955","Node 3955","Node 3955 description","Node 3955 memo","ROADM","Group 1","G1","Parent 1"
"T3956","Node 3956","Node 3956 description","Node 3956 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3957","Node 3957","Node 3957 description","Node 3957 memo","ROADM","Group 3","G3","Parent 3"
"T3958","Node 3958","Node 3958 description","Node 3958 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3959","Node 3959","Node 3959 description","Node 3959 memo","ROADM","Group 2","G2","Parent 2"
"T3960","Node 3960","Node 3960 description","Node 3960 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3961","Node 3961","Node 3961 description","Node 3961 memo","ROADM","Group 1","G1","Parent 1"
"T3962","Node 3962","Node 3962 description","Node 3962 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3963","Node 3963","Node 3963 description","Node 3963 memo","ROADM","Group 3","G3","Parent 3"
"T3964","Node 3964","Node 3964 description","Node 3964 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3965","Node 3965","Node 3965 description","Node 3965 memo","ROADM","Group 2","G2","Parent 2"
"T3966","Node 3966","Node 3966 description","Node 3966 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3967","Node 3967","Node 3967 description","Node 3967 memo","ROADM","Group 1","G1","Parent 1"
"T3968","Node 3968","Node 3968 description","Node 3968 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3969","Node 3969","Node 3969 description","Node 3969 memo","ROADM","Group 3","G3","Parent 3"
"T3970","Node 3970","Node 3970 description","Node 3970 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3971","Node 3971","Node 3971 description","Node 3971 memo","ROADM","Group 2","G2","Parent 2"
"T3972","Node 3972","Node 3972 description","Node 3972 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3973","Node 3973","Node 3973 description","Node 3973 memo","ROADM","Group 1","G1","Parent 1"
"T3974","Node 3974","Node 3974 description","Node 3974 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3975","Node 3975","Node 3975 description","Node 3975 memo","ROADM","Group 3","G3","Parent 3"
"T3976","Node 3976","Node 3976 description","Node 3976 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3977","Node 3977","Node 3977 description","Node 3977 memo","ROADM","Group 2","G2","Parent 2"
"T3978","Node 3978","Node 3978 description","Node 3978 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3979","Node 3979","Node 3979 description","Node 3979 memo","ROADM","Group 1","G1","Parent 1"
"T3980","Node 3980","Node 3980 description","Node 3980 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3981","Node 3981","Node 3981 description","Node 3981 memo","ROADM","Group 3","G3","Parent 3"
"T3982","Node 3982","Node 3982 description","Node 3982 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3983","Node 3983","Node 3983 description","Node 3983 memo","ROADM","Group 2","G2","Parent 2"
"T3984","Node 3984","Node 3984 description","Node 3984 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3985","Node 3985","Node 3985 description","Node 3985 memo","ROADM","Group 1","G1","Parent 1"
"T3986","Node 3986","Node 3986 description","Node 3986 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3987","Node 3987","Node 3987 description","Node 3987 memo","ROADM","Group 3","G3","Parent 3"
"T3988","Node 3988","Node 3988 description","Node 3988 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3989","Node 3989","Node 3989 description","Node 3989 memo","ROADM","Group 2","G2","Parent 2"
"T3990","Node 3990","Node 3990 description","Node 3990 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3991","Node 3991","Node 3991 description","Node 3991 memo","ROADM","Group 1","G1","Parent 1"
"T3992","Node 3992","Node 3992 description","Node 3992 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3993","Node 3993","Node 3993 description","Node 3993 memo","ROADM","Group 3","G3","Parent 3"
"T3994","Node 3994","Node 3994 description","Node 3994 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T3995","Node 3995","Node 3995 description","Node 3995 memo","ROADM","Group 2","G2","Parent 2"
"T3996","Node 3996","Node 3996 description","Node 3996 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T3997","Node 3997","Node 3997 description","Node 3997 memo","ROADM","Group 1","G1","Parent 1"
"T3998","Node 3998","Node 3998 description","Node 3998 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T3999","Node 3999","Node 3999 description","Node 3999 memo","ROADM","Group 3","G3","Parent 3"
"T4000","Node 4000","Node 4000 description","Node 4000 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4001","Node 4001","Node 4001 description","Node 4001 memo","ROADM","Group 2","G2","Parent 2"
"T4002","Node 4002","Node 4002 description","Node 4002 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4003","Node 4003","Node 4003 description","Node 4003 memo","ROADM","Group 1","G1","Parent 1"
"T4004","Node 4004","Node 4004 description","Node 4004 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4005","Node 4005","Node 4005 description","Node 4005 memo","ROADM","Group 3","G3","Parent 3"
"T4006","Node 4006","Node 4006 description","Node 4006 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4007","Node 4007","Node 4007 description","Node 4007 memo","ROADM","Group 2","G2","Parent 2"
"T4008","Node 4008","Node 4008 description","Node 4008 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4009","Node 4009","Node 4009 description","Node 4009 memo","ROADM","Group 1","G1","Parent 1"
"T4010","Node 4010","Node 4010 description","Node 4010 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4011","Node 4011","Node 4011 description","Node 4011 memo","ROADM","Group 3","G3","Parent 3"
"T4012","Node 4012","Node 4012 description","Node 4012 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4013","Node 4013","Node 4013 description","Node 4013 memo","ROADM","Group 2","G2","Parent 2"
"T4014","Node 4014","Node 4014 description","Node 4014 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4015","Node 4015","Node 4015 description","Node 4015 memo","ROADM","Group 1","G1","Parent 1"
"T4016","Node 4016","Node 4016 description","Node 4016 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4017","Node 4017","Node 4017 description","Node 4017 memo","ROADM","Group 3","G3","Parent 3"
"T4018","Node 4018","Node 4018 description","Node 4018 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4019","Node 4019","Node 4019 description","Node 4019 memo","ROADM","Group 2","G2","Parent 2"
"T4020","Node 4020","Node 4020 description","Node 4020 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4021","Node 4021","Node 4021 description","Node 4021 memo","ROADM","Group 1","G1","Parent 1"
"T4022","Node 4022","Node 4022 description","Node 4022 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4023","Node 4023","Node 4023 description","Node 4023 memo","ROADM","Group 3","G3","Parent 3"
"T4024","Node 4024","Node 4024 description","Node 4024 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4025","Node 4025","Node 4025 description","Node 4025 memo","ROADM","Group 2","G2","Parent 2"
"T4026","Node 4026","Node 4026 description","Node 4026 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4027","Node 4027","Node 4027 description","Node 4027 memo","ROADM","Group 1","G1","Parent 1"
"T4028","Node 4028","Node 4028 description","Node 4028 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4029","Node 4029","Node 4029 description","Node 4029 memo","ROADM","Group 3","G3","Parent 3"
"T4030","Node 4030","Node 4030 description","Node 4030 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4031","Node 4031","Node 4031 description","Node 4031 memo","ROADM","Group 2","G2","Parent 2"
"T4032","Node 4032","Node 4032 description","Node 4032 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4033","Node 4033","Node 4033 description","Node 4033 memo","ROADM","Group 1","G1","Parent 1"
"T4034","Node 4034","Node 4034 description","Node 4034 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4035","Node 4035","Node 4035 description","Node 4035 memo","ROADM","Group 3","G3","Parent 3"
"T4036","Node 4036","Node 4036 description","Node 4036 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4037","Node 4037","Node 4037 description","Node 4037 memo","ROADM","Group 2","G2","Parent 2"
"T4038","Node 4038","Node 4038 description","Node 4038 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4039","Node 4039","Node 4039 description","Node 4039 memo","ROADM","Group 1","G1","Parent 1"
"T4040","Node 4040","Node 4040 description","Node 4040 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4041","Node 4041","Node 4041 description","Node 4041 memo","ROADM","Group 3","G3","Parent 3"
"T4042","Node 4042","Node 4042 description","Node 4042 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4043","Node 4043","Node 4043 description","Node 4043 memo","ROADM","Group 2","G2","Parent 2"
"T4044","Node 4044","Node 4044 description","Node 4044 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4045","Node 4045","Node 4045 description","Node 4045 memo","ROADM","Group 1","G1","Parent 1"
"T4046","Node 4046","Node 4046 description","Node 4046 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4047","Node 4047","Node 4047 description","Node 4047 memo","ROADM","Group 3","G3","Parent 3"
"T4048","Node 4048","Node 4048 description","Node 4048 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4049","Node 4049","Node 4049 description","Node 4049 memo","ROADM","Group 2","G2","Parent 2"
"T4050","Node 4050","Node 4050 description","Node 4050 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4051","Node 4051","Node 4051 description","Node 4051 memo","ROADM","Group 1","G1","Parent 1"
"T4052","Node 4052","Node 4052 description","Node 4052 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4053","Node 4053","Node 4053 description","Node 4053 memo","ROADM","Group 3","G3","Parent 3"
"T4054","Node 4054","Node 4054 description","Node 4054 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4055","Node 4055","Node 4055 description","Node 4055 memo","ROADM","Group 2","G2","Parent 2"
"T4056","Node 4056","Node 4056 description","Node 4056 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4057","Node 4057","Node 4057 description","Node 4057 memo","ROADM","Group 1","G1","Parent 1"
"T4058","Node 4058","Node 4058 description","Node 4058 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4059","Node 4059","Node 4059 description","Node 4059 memo","ROADM","Group 3","G3","Parent 3"
"T4060","Node 4060","Node 4060 description","Node 4060 memo","TRANSPONDER","Group 1","G1","Parent 1"
